Year,SDG Series,Type of product,Unit of measure,COMMENT_OBS,Observation-level footnotes,BASE_PER,Base period,Value
2011,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,4418205.91
2012,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,5845758.88
2013,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,5122091.56
2014,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,4910808.48
2015,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,7791501.46
2016,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,6341486.24
2017,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,6499763.31
2018,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,6439176.30988
2019,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,6542512.11383
2000,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,10641500.0
2001,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,10944500.0
2002,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,10745449.2
2003,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,10841582.8
2004,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,10973129.6
2005,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,11180982.0
2006,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,11364601.2
2007,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,11521758.0
2008,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,11718900.0
2009,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,11886025.5
2010,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,12116304.4
2011,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,12202159.6
2012,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,12471846.1
2013,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,12701670.4
2014,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,12675193.4
2015,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,12897099.0
2016,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,13082171.5
2017,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,13208788.4
2018,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,13363604.4
2019,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,13534503.065
2000,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,4097149.72
2001,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,4143664.6
2002,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,4166828.12
2003,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,4188936.96
2004,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,4211286.52
2005,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,4233879.52
2006,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,4253995.96
2007,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,4287296.0
2008,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,4306012.08
2009,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,4303898.0
2010,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,4298543.84
2011,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,4336820.36
2012,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,4363658.2
2013,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,4374879.52
2014,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,4420566.24
2015,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,4428176.44
2016,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,4447439.52
2017,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,4458530.16
2018,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,4478277.2
2019,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,4508924.10343
2000,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,304788.0
2001,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,309389.0
2002,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,262893.0
2003,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,327951.0
2004,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,230286.0
2005,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,238869.0
2006,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,141327.0
2007,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,216153.0
2008,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,264297.0
2009,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,272298.0
2010,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,240779.0
2011,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,229942.0
2012,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,264049.0
2013,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,209918.0
2014,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,173849.0
2015,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,72352.36097
2016,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,92205.72194
2017,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,141111.08292
2018,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,59760.44389
2019,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,59939.12929
2000,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,394109.23279
2001,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,478493.44448
2002,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,508445.81315
2003,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,473198.95435
2004,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,505495.54133
2005,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,495450.23271
2006,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,491102.0451
2007,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,618510.38808
2008,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,521848.12028
2009,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,2542071.65517
2010,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,2206286.66242
2011,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,2067639.76051
2012,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,3259828.7247
2013,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,3145672.44621
2014,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,3303368.7184
2015,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,3096599.36221
2016,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,3591502.36394
2017,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,3893861.87579
2018,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,6504552.57637
2019,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,6470343.69153
2000,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,104815.15
2001,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,166805.483
2002,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,163539.294
2003,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,143520.781
2004,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,194661.812
2005,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,177986.301
2006,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,158517.666
2007,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,269592.031
2008,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,156824.957
2009,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,163178.609
2010,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,177985.237
2011,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,162385.283
2012,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,200031.06
2013,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,164231.448
2014,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,198197.185
2015,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,307183.02
2016,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,369913.848
2017,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,384216.456
2018,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,530274.98855
2019,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,156183.8891
2000,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,227561.75279
2001,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,242644.12148
2002,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,268251.01015
2003,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,264055.61735
2004,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,264124.27233
2005,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,266431.31571
2006,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,266418.9481
2007,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,267385.90608
2008,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,268023.23228
2009,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,2280204.33417
2010,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,1928446.44342
2011,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,1798762.38351
2012,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,2944347.3757
2013,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,2852592.56021
2014,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,2963824.1494
2015,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,2619078.18821
2016,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,3032761.68994
2017,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,3300400.11479
2018,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,5733513.99582
2019,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,6059678.57043
2000,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,12913260.3552
2001,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,14559460.15475
2002,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,14157974.08625
2003,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,17456802.2188
2004,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,17965508.8541
2005,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,18386197.8564
2006,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,18712584.1118
2007,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,22020758.3842
2008,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,20101913.8783
2009,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,20883229.4077
2010,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,22389728.6797
2011,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,20277303.3635
2012,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,21611007.08208
2013,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,27428772.02281
2014,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,21584301.57297
2015,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,19697790.88455
2016,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,21471234.83992
2017,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,23138671.04273
2018,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,31924231.4445
2019,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,32660781.78446
2000,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,1423994.55
2001,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,1512173.498
2002,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,1553390.986
2003,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,1673655.692
2004,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,1611917.171
2005,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,1875760.748
2006,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,1307211.907
2007,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,1704816.432
2008,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,1662764.336
2009,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,1645109.46
2010,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,2224605.562
2011,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,2375673.587
2012,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,2267745.367
2013,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,2394906.18
2014,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,2672262.814
2015,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,3181318.303
2016,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,3104206.716
2017,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,3350630.643
2018,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,3840341.577
2019,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,3623075.00222
2000,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2001,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2002,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,115000.0
2003,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,120000.0
2004,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,158000.0
2005,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,157000.0
2006,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,190000.0
2007,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,301000.0
2008,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,254000.0
2009,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,316000.0
2010,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,287000.0
2011,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,402000.0
2012,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,349000.0
2013,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,347000.0
2014,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,469000.0
2015,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,490000.0
2016,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,514000.0
2017,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,613000.0
2018,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,963000.0
2019,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,890000.0
2000,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2001,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2002,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2003,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2004,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2005,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2006,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2007,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2008,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2009,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2010,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2011,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2012,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2013,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2014,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2015,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2016,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2017,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2018,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2019,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2000,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,916000.0
2001,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,968000.0
2002,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,925000.0
2003,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,1179000.0
2004,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,1113000.0
2005,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,990000.0
2006,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,208000.0
2007,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,670000.0
2008,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,933000.0
2009,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,655000.0
2010,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,657000.0
2011,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,738000.0
2012,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,756000.0
2013,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,817000.0
2014,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,684000.0
2015,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,1085000.0
2016,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,1162000.0
2017,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,1200000.0
2018,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,1024000.0
2019,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,,,,767000.0
2000,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,378.0
2001,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,450.0
2002,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,2052.0
2003,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,7614.0
2004,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,9108.0
2005,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,9594.0
2006,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,8694.0
2007,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,8460.0
2008,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,7722.0
2009,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,12186.0
2010,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,17910.0
2011,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,,,,28584.0
